Image Name,Valence,Arousal,ChatGPT Description,Likert_Valence,Likert_Arousal
Sn118,37.083,59.622,The image shows a snake likely a venomous species given its camouflaged appearance and visible scale pattern coiled up in a grassy area. The snake's colors and patterns help it blend into its natural environment which is useful for ambushing prey or avoiding predators.,Negative,Stimulated
Sn119,53.696,36.189,This image depicts a close-up view of a snake likely a species of king snake recognizable by its distinctive pattern of black and white bands. The snake is on a rock with its tongue flicked out which is a behavior snakes use to sense their environment. Surrounding the snake are some green plants and possibly some dried brown foliage suggesting an outdoor natural setting.,Neutral,Neutral
Sn120,51.591,30.581,This image shows a snake in a grassy area. The snake has a patterned body which includes darker and lighter patches or stripes along its length. The environment around the snake looks like a mix of grass and some scattered leafy vegetation suggesting a natural possibly wild habitat. The snake appears to be curled up or coiled a common behavior when snakes are resting or feel threatened.,Neutral,Neutral
Sn121,53.451,38.065,This image shows a close-up of a snake likely a water snake resting on a rocky surface with some debris and dried leaves around it. The snake has a detailed scalloped pattern on its skin which is typical of many non-venomous water snake species. Its eye is visible and clear suggesting the snake is alert and active. The environment looks moist and partially shaded which is conducive for such reptiles.,Neutral,Neutral
Sn122,41.341,57.473,The image shows a person's hand holding a small colorful snake. The snake has a pattern of alternating red black and white rings along its body which is typical of some coral snake species—known for their potent venom and distinct coloration used as a warning signal in nature. However it's important to note that some non-venomous species mimic this coloration for protection. The setting appears to be indoors possibly part of a demonstration or educational exhibit given the plastic container and other materials in the background.,Neutral,Stimulated
Sn123,57.505,44.553,This image displays a coiled snake resting on a flat rock. The snake appears to have a patterned skin with a combination of darker and lighter patches which might provide camouflage in natural habitats. The texture of the rock beneath it is rough contrasting with the smooth scales of the snake.,Neutral,Neutral
Sn124,17.827,64.563,This image shows a close-up of a snake lying on a rocky surface. The snake has a patterned skin with shades of brown tan and white which serves as excellent camouflage against the gray and brown tones of the rocks beneath it. Its eyes are prominent and it appears to have its tongue extended which is a behavior snakes use to sense their environment.,Negative,Stimulated
Sn125,17.954,68.729,This image shows an albino snake identifiable by its distinctive white and pale yellow patterned skin. It appears to be on a floor with a reflective dark marbled pattern enhancing the visual contrast with the snake's coloration. The snake is in a Calm slightly coiled pose.,Negative,Stimulated
Sn126,46.09,50.222,The image shows two rubber snakes that are designed to look realistic lying on a green textured surface. These replicas are modelled with grey and brown patterned scales and are intertwined which could potentially startle someone who mistakes them for real snakes at first glance.,Neutral,Stimulated
Sn127,36.231,65.062,The image features an albino snake coiled up on a green surface which looks like artificial turf. The snake's scales have a pale yellow or cream color with hints of a pale pattern typical of albinism where pigmentation is missing. This type of snake is often found in both wild and captivity where albinism is particularly prized for its unique appearance in exotic pet markets.,Negative,Stimulated
Sn128,42.731,49.796,The image shows a brightly colored snake with a distinctive pattern of red black and white bands. This pattern is typical of a coral snake or a similar-looking mimic species such as the scarlet kingsnake or milk snake. Coral snakes are venomous known for their neurotoxic venom and often use their coloration as a warning to potential predators. However without knowing the specific geographic location or having more context it's difficult to precisely identify the species just from the image.,Neutral,Stimulated
Sn129,29.542,57.93,The image shows a snake possibly a python coiled on sandy terrain with sparse vegetation. Its patterns include complex speckled dark and lighter tan marks and it seems to be resting or waiting. The specific environment and the coloration suggest the snake is in a natural habitat that could be part of a desert or dry grassland area.,Negative,Stimulated
Sn130,35.98,64.906,This image shows a green tree python coiled around a branch. The snake has a bright green color with some yellow spots and a smooth texture which helps it blend into its surroundings typically in the trees of rainforests. Its head is resting towards the center of its coils with its eyes visible looking slightly towards the camera.,Negative,Stimulated
Sn131,17.248,70.413,This image shows a corn snake specifically an albino morph indicated by its bright orange and yellow coloration with white and red patterns. The snake is positioned in a curled formation inside what appears to be a clear plastic container. Its head is visible and has distinctive reddish-orange eyes characteristic of some albino reptiles.,Negative,Stimulated
Sn132,53.539,57.84,The image shows a small snake resting on the hands of a person. The hands are partially curled allowing the snake to comfortably wrap around them. The surroundings are not clearly visible focusing all the attention on the interaction between the human and the snake. The snake appears calm and is likely being handled safely and gently.,Neutral,Stimulated
Sn133,42.237,57.483,This image features a close-up view of an albino python resting on a rock. The snake appears to have a predominantly light yellow or cream coloration with paler white parts and distinct pattern markings in a darker yellow or orange shade. Its eyes are characteristic of albinism in animals displaying a light coloration possibly pink or red. The background indicates the snake might be inside a terrarium or a similar controlled environment suitable for reptiles as suggested by the visible reflections and glass enclosure.,Neutral,Stimulated
Sp001,31.857,56.361,The image shows a close-up of a jumping spider on a green leaf. This spider is characterized by its fluffy appearance large forward-facing eyes which provide excellent vision and relatively compact body covered in short fuzzy hairs. Jumping spiders are known for their agile movements and ability to jump long distances relative to their body size. They are generally harmless to humans and are often considered beneficial as they prey on insects.,Negative,Stimulated
Sp002,23.374,66.869,This image shows a close-up of a spider likely a type of garden spider positioned in its web. The spider is detailed showing its hairy legs patterned body and the intricate structure of the web around it. The background is out of focus highlighting the spider as the main subject of the photo.,Negative,Stimulated
Sp003,32.136,64.065,The image shows a spider on a white background. The spider has a hairy body and long legs typical of many spider species often found in homes or outdoor settings. Its body is segmented into two primary parts: the cephalothorax and the abdomen. It appears to be a fairly common type of spider possibly a huntsman spider given its size and shape but specific identification would require more detailed information about its characteristics or regional occurrence.,Negative,Stimulated
Sp004,37.378,67.745,This image features a tarantula positioned on a leaf. The spider's body is visibly hairy with a rich reddish hue on its legs a characteristic common in many tarantula species which highlights their distinctive appearance. This setting likely represents a natural habitat where such spiders can be found.,Negative,Stimulated
Sp005,40.764,42.382,The image shows a spider on a plain background. The spider has a dark brown body long legs and is positioned facing slightly towards the camera.,Neutral,Neutral
Sp006,49.791,49.361,This image shows a spider on a green fabric surface. The spider appears to be a brown color and has notable features such as a hairy body and pronounced legs characteristic of many ground-dwelling spider species. The texture and slightly shiny surface of the fabric provide a contrasting background that highlights the spider's details.,Neutral,Stimulated
Sp007,51.583,42.101,This image features a large spider which appears to be a tarantula positioned against a plain background. The spider has a hairy body and legs which are typical characteristics of tarantulas.,Neutral,Neutral
Sp008,26.912,57.888,The image shows a spider on a pink background with some shadows. The spider appears to be a fairly large one with distinctive brown and tan markings on its body and legs.,Negative,Stimulated
Sp013,35.673,51.38,The image shows a spider positioned amongst dried leaves and debris on the ground. The spider appears to be fairly large in size with long legs extending outward. The background is a natural outdoor setting with various pieces of organic matter such as leaves and twigs. The coloration of the spider blends well with the earthy tones of the surrounding area.,Negative,Stimulated
Sp014,51.97,51.997,The image shows a close-up view of a spider most likely from the orb-weaver family based on its body shape and pattern. The spider is positioned in the center displaying a distinctive pattern on its back resembling a type of foliate or floral design typical of many orb-weaver spiders. Its eight legs are spread out showing thick joints and spiny bristles that are characteristic of many spider species. The background seems to be blurred indicating a shallow depth of field that highlights the spider clearly against a soft backdrop.,Neutral,Stimulated
Sp015,24.74,68.271,The image shows a large spider hanging in its web against a clear blue sky. The spider has prominent long legs and a distinctive body. There are also some green leaves in the upper right corner of the image suggesting the spider is suspended from a tree or shrub. The perspective emphasizes the spider against the sky highlighting its form and the delicacy of the web.,Negative,Stimulated
Sp017,42.377,51.391,This image shows a spider positioned at the center of a web. The spider has a distinctive yellow and black pattern on its abdomen and its legs are striped with black and yellow bands. The background is a blurred greenish color likely foliage or grass which suggests this spider may be in a natural outdoor setting. The web appears finely woven with the spider stationed for catching prey.,Neutral,Stimulated
Sp019,30.91,67.041,The image shows a spider perched in its web among some leaves. The spider has distinctive patterns and textures on its body and legs suggesting it might be a type of orb-weaver or a similar variety. The web appears complex and tangled indicative of a place where the spider might trap its prey. The setting is natural likely somewhere outdoors with visible foliage around the spider.,Negative,Stimulated
Sp020,29.917,64.457,The image shows a spider likely a wolf spider based on its appearance carrying spiderlings on its back. Wolf spiders are known for their robust bodies and the unique maternal behavior of carrying their young on their abdomen after they hatch. The spider has a hairy body and visible eyes arranged in three rows a characteristic trait of wolf spiders. The background is a plain light-colored surface which helps in clearly highlighting the spider and its spiderlings.,Negative,Stimulated
Sp021,31.146,70.186,The image shows a spider on a blue textured surface possibly plastic with a shadow being cast directly below it due to lighting from above. The spider appears to be a larger species known for its long slender legs and sizable body.,Negative,Stimulated
Sp022,36.036,62.406,This image shows a spider suspended in its web. The spider appears to have a slender body with distinctive banding or patterning on its abdomen and elongated legs with visible joint segments. The background features a blurry blue sky and some plant material which could possibly be pine needles indicating the spider may be in a woodland or forest environment. The web structure is partially visible in the area around the spider.,Negative,Stimulated
Sp023,51.451,41.216,The image features a close-up view of a spider on its web. The spider has a textured body and long hairy legs characteristic of many arachnid species which use these features to sense vibrations on their web indicating the presence of prey or threats. The background is dark highlighting the spider distinctly.,Neutral,Neutral
Sp024,53.512,52.124,This image shows a spider with a rather bulky abdomen which appears to be carrying a cluster of something on its back likely spiderlings. The spider itself has long slender legs and is situated on a green surface which could be a leaf or some artificial material. This behavior of carrying young on the back is characteristic of some spider species such as wolf spiders which provide maternal care to their offspring.,Neutral,Stimulated
Sp025,20.997,68.298,The image shows a spider positioned at the center with a brightly colored red and brown abdomen. The spider is on a complex and irregular web. The detail in the image captures the texture and pattern of the spider's body and legs and the intricate design of the web which appears slightly damaged or tangled. The background is blurred focusing attention on the spider itself. This type of coloring and the visible web suggest that it might be a type of orb-weaver spider known for their wheel-shaped webs.,Negative,Stimulated
Sp027,40.083,55.467,This image shows a tarantula on a person's arm. The person is wearing a gray button-up shirt and jeans. The spider appears relatively calm resting on the person's skin.,Neutral,Stimulated
Sp028,34.361,59.82,The image shows a spider specifically a wolf spider with what appears to be a large egg sac attached to its abdomen. This type of spider is known for its maternal behavior often carrying its egg sac around until the spiderlings hatch. The spider is positioned on a flat surface with a pale green fabric in the background.,Negative,Stimulated
Sp029,34.873,56.065,The image shows a spider positioned on its web. The background is dark highlighting the spider and the intricate details of its web. The spider's body and legs are visibly detailed showcasing fine hairs and patterns. The lighting also emphasizes the structure and the radial pattern of the web.,Negative,Stimulated
Sp030,24.166,62.126,The image features a spider positioned in the center of its web. The spider is quite large relative to the web which displays a detailed structure including radial strands that support a spiral configuration of sticky capture silk. A prominent feature of this web is the stabilimentum a zigzag pattern of silk which is more opaque and dense than the surrounding web threads. This pattern is often created by species of the genus Argiope commonly known as orb-weaver spiders. The background is blurred focusing attention on the spider and the intricate details of its web.,Negative,Stimulated
Sp031,43.769,44.188,This image shows a spider on a web likely busy with its regular activities such as repairing the web or waiting for a prey. The focus is on the spider which is seen from the underside. The background is softly blurred allowing the intricate details of the spider’s legs and the web's filament to stand out. The web has a typical orb structure indicating that the spider may belong to the family of orb-weavers which are known for constructing wheel-shaped webs. The lighting highlights the spider's body structure and the silk threads of the web.,Neutral,Neutral
Sp032,40.918,46.867,The image shows a close-up view of a spider on a textured surface. The spider has a shiny dark-brown body with lighter brown legs that appear relatively long and slender. Its eyes cephalothorax and abdomen are visible reflecting typical spider anatomy. The background has a grainy fabric-like texture which contrasts with the glossiness of the spider's body.,Neutral,Stimulated
Sp034,35.625,55.613,The image shows a person with long hair wearing a pink shirt. On their arm a sizable spider is visible. This is likely staged to display the spider giving an impression of the spider being closely handled or observed for educational or interest purposes.,Negative,Stimulated
Sp035,37.889,56.292,This image features a spider positioned at the center of its web. The spider has a unique elongated body with distinctive markings and coloration primarily shades of blue and orange. The web is intricately woven and has some dew or small water droplets on it indicating either early morning or humid conditions. The background is blurred with a green hue likely depicting foliage. This specific setting showcases the spider's natural habitat and its web-building skills.,Negative,Stimulated
Sp036,44.042,51.901,The image shows a spider specifically a type known as a wasp spider (Argiope bruennichi) hanging on its web. This spider is easily recognizable by its striking yellow and black markings on the abdomen which are thought to mimic the appearance of a wasp potentially as a defensive mechanism against predators. The background features some blurred greenery suggesting the spider is in a natural grassy habitat.,Neutral,Stimulated
Sp037,33.913,72.576,This image features a spider perched on what appears to be a branch. The spider has a distinctive body structure typical of many spider species with long thin legs spread around its body which is segmented into two main parts: the cephalothorax and the abdomen. The setting suggests a natural environment likely capturing the spider in a moment of rest or watchfulness in its habitat.,Negative,Stimulated
Sp038,43.835,39.574,This image shows a spider positioned at the center of its web. The spider has a distinctively patterned body mostly yellow with black stripes and long slender legs. The background is softly blurred emphasizing the spider and its web. This kind of pattern and body shape suggests it could be a type of orb-weaver spider which are known for their wheel-shaped webs.,Neutral,Neutral
Sp039,46.733,55.107,The image shows a spider capturing a frog set against a background of green grass. The spider which appears significantly large compared to the frog holds the smaller creature with its legs suggesting a moment captured during a predatory interaction in their natural habitat. The focus and details of the spider and the frog are sharp emphasizing the drama of the encounter.,Neutral,Stimulated
Sp040,53.444,46.437,The image shows a spider positioned on a smooth surface. The spider has thin elongated legs and a relatively small body characteristic of many common house spider species. The photograph is taken close-up highlighting the spider's features and body structure.,Neutral,Stimulated
Sp042,32.808,54.134,The image shows a large spider with a vividly patterned abdomen which appears to be a yellow and black coloring possibly indicative of an orb-weaver type positioned on its web against a glass window. Through the glass a blue sky with some clouds can be seen in the background. The window's reflection is also visible showing a mirrored image of the spider.,Negative,Stimulated
Sp043,54.91,43.072,The image shows a spider positioned at the center of its web. It appears to be an orb-weaver spider characterized by its distinctive body shape and striking markings. The spider has long slender legs and a patterned abdomen with a combination of yellow black and white colors. The web itself is irregular and tangled near the edges which is typical of the webs spun by many types of orb-weaver spiders. The background is blurred highlighting the spider prominently in the foreground.,Neutral,Neutral
Sp045,49.097,50.027,The image shows a man smiling standing next to a large spider on a wall. The man appears to be in a good mood and the context suggests a light-hearted or humorous situation possibly due to the contrast between his cheerful expression and the typically alarming presence of a large spider nearby. The spider is on the right side of the image on a vertical surface and the man is on the left side wearing a light-colored t-shirt. The setting appears to be dimly lit likely taken at night.,Neutral,Stimulated
Sp046,35.729,47.421,The image shows a spider positioned in the center of its web. The spider has a vibrant yellow and black body with distinctive red and yellow banding on its legs. The background is a soft blurred green indicating this is probably taken in a natural setting. The web is intricately woven and visible against this backdrop. The spider also appears to be holding or manipulating some debris or small prey caught in the web.,Negative,Stimulated
Sp048,37.856,61.403,The image shows a spider positioned on grass or green plant stems. The spider has long legs and a light brown color that contrasts with the green background. Its body features and orientation suggest it might be navigating or resting on the vegetation.,Negative,Stimulated
Sp050,40.933,56.993,This image shows a spider on its web poised near the center of the web. The spider appears to be small maybe juvenile and is located above a long green leaf likely part of a plant. The web is somewhat visible against the darker background. The entire scene appears to be outdoors where the natural habitat supports such spiders and their web-building activities.,Neutral,Stimulated
Sp051,12.158,74.854,This image shows a spider on a plain white background. The spider has a distinctive appearance with long hairy legs and a segmented body typical characteristics of some spiders known for their hunting capabilities rather than web building.,Negative,Stimulated
Sp053,34.501,60.087,This image shows a colorful spider positioned in its web. The spider has a vibrant glossy body with patches of green orange and blue and long slender legs. The backdrop is plain and dark which enhances the vivid colors of the spider. It seems to be waiting or resting in its web perhaps in anticipation of catching prey.,Negative,Stimulated
Sp054,30.705,69.247,This is an image of a spider with a fairly large body and legs displaying a patterned texture on its body. It appears to be on a light-colored surface likely indoors given the smooth and clean background. This spider might be a common house spider based on its appearance but specific identification would require more detailed knowledge about its species and location.,Negative,Stimulated
Sp055,26.366,58.479,The image shows a large spider likely a type of orb-weaver positioned on its web. This spider is notable for its strikingly long and slender legs which are adorned with distinct yellow and black banding. The body of the spider is elongated with a patterned abdomen featuring linear and speckled markings in white brown and black. The setting appears to be natural with a softly blurred green background suggesting a vegetative or garden locale. The spider appears to be in the process of maintaining or traversing its web.,Negative,Stimulated
Sp057,23.552,62.964,This image shows a close-up of a spider likely a garden spider positioned on its web. The spider has a patterned body primarily brown with lighter mottling and long hairy legs. The background is slightly blurred but appears to be outdoors possibly with a blue sky and some foliage. The perspective provides a detailed view of the spider's anatomy highlighting its eyes and the fine hairs on its legs.,Negative,Stimulated
Sp060,36.748,56.758,The image shows a large spider positioned prominently in the center suspended in its web. Behind the spider the background appears slightly blurred featuring pale light that looks like it could be the sky and there are darker silhouettes of vegetation possibly trees or bushes. The web is quite visible around the spider indicating it may be a sturdy web probably designed to catch larger insects or prey. The spider itself has a distinct body shape with clearly visible legs characteristic of many web-building spiders.,Negative,Stimulated
Sp061,34.931,54.99,The image shows a large spider on what appears to be a screen or mesh surface. The spider has a robust body and long legs typical of many spider species that are adept at climbing or trapping prey. The details of your photo like the texture of the spider's body and limb positions enhance the overall realism and might indicate this spider's readiness to move or react. The setting looks domestic suggesting the spider may have wandered into a home or an area frequented by humans.,Negative,Stimulated
Sp063,26.43,64.365,The image shows a close-up view of a tarantula specifically identifiable by its thick hairy legs and body. The spider has striking markings with bands of alternating light and dark colors on its legs likely aiding in camouflage or warning potential predators of its presence. The setting appears to be a controlled environment given the clean plain surface underneath the spider.,Negative,Stimulated
Sp066,35.582,55.502,The image shows a harvestman which is an arachnid belonging to the order Opiliones often mistakenly referred to as daddy longlegs. This creature is characterized by its extremely long legs relative to its body size. In the image the harvestman is standing on a surface of mixed gravel and small rocks. Its body is visible at the center of the image with a distinct brown color and it has multiple sets of eyes that are noticeable on its head.,Negative,Stimulated
Sp067,38.591,50.349,The image shows a large spider positioned at the center of a web. The spider has distinctive striping and patterning on its body and legs which suggest it may be a type of garden spider. The web is visibly intricate with signs of recent catches evidenced by the tangled remains near the spider. The background is green indicating this scene is set outdoors possibly in a garden or forest area.,Negative,Stimulated
Sp068,49.301,42.852,The image shows a harvestman also commonly known as a daddy longlegs. This creature belongs to the order Opiliones within the class Arachnida making it a relative of spiders and scorpions. Characteristically harvestmen have a single rounded body segment which differentiates them from spiders that have a distinctive separation between the abdomen and cephalothorax. They also have very long thin legs compared to their body size. Harvestmen are harmless to humans as they do not possess venom glands or fangs though they may have defensive secretions to deter predators. The background of the image features a rough reddish-brown surface likely wood or bark.,Neutral,Neutral
Sp069,22.636,66.282,The image shows a spider on a wooden surface. The spider has a noticeably patterned body and very long slender legs which are distinctive features that help some spiders blend into their environments or hunt more effectively. The wood surface appears to be worn with some stains that might be droplets of a liquid possibly water or something else.,Negative,Stimulated
Sp070,51.944,48.615,The image depicts a spider on what looks like a speckled floor surface. The spider has long thin legs and a body with visible patterning possibly resembling those of species like cellar spiders (family Pholcidae) which are known for their elongated limbs and small bodies. This setting could be a basement garage or any indoor area with a similar environment where spiders are frequently found.,Neutral,Stimulated
Sp071,34.569,64.425,This image shows a spider positioned on a textured rock surface. The spider appears to be a type typical of those that inhabit natural outdoor areas. Its body and legs are brown which helps it to blend in with the grey and white mottled color of the rock possibly as a form of camouflage from predators or to aid in hunting prey.,Negative,Stimulated
Sp072,19.713,65.632,The image features a harvestman also commonly known as a daddy longlegs. This arachnid is often mistaken for a spider but belongs to a different order called Opiliones. It is characterized by its very long thin legs and a compact body where the head thorax and abdomen appear fused into one. The texture of the creature’s body and the details of its limbs are quite clear against a background of rough gravelly terrain. The overall lighting and close-up view provide a detailed glimpse into its physical characteristics.,Negative,Stimulated
Sp073,32.112,65.545,This image depicts a spider positioned on the stem of a plant. The spider has a sizable rounded abdomen and distinctive coloring. It appears to be climbing or navigating along the plant stem which is also noteworthy for its thorns and green leaves with jagged edges. This setting suggests a natural outdoor environment likely in a garden or wild area where such spiders are commonly found.,Negative,Stimulated
Sp074,35.794,50.196,This image features a spider blending in with its environment which consists of a textured ground surface possibly concrete with patches of green plants and some small twigs. The spider's appearance is quite distinctive with long thin legs that spread widely and a body pattern that provides excellent camouflage against the gray and brown background of the ground surface.,Negative,Stimulated
Sp075,24.465,60.271,This image shows a spider and a millipede on soil. The spider appears to be a large possibly a wolf spider based on its robust body and pattern which are common characteristics of that species. The millipede is notable for its shiny segmented body with a distinct banded pattern of alternating dark and light bands on the segments. They are seen close to each other which suggests a possible predatory moment as some spiders do prey on millipedes.,Negative,Stimulated
Sp076,51.797,45.569,The image features a close-up of a spider likely a type of jumping spider given its compact body shape and relatively large eyes. The spider has a patterned body with stripes and spots in shades of brown black and white. It is positioned on a transparent surface possibly glass with soft blurred background light suggesting it might be indoors or against a window.,Neutral,Stimulated
Sp077,30.127,66.698,This image shows a spider that has captured a bee. The bee is held in the spider's fangs and it appears that the spider is on a green surface possibly a leaf or painted metal with a gray stone or concrete backdrop. This depicts a typical predation behavior seen in spiders which are often predatory creatures that feed on insects and other small arthropods.,Negative,Stimulated
Sp078,36.595,43.045,This image shows a spider likely a member of the funnel-web spider group positioned at the mouth of its silk tunnel within a dense web structure. The spider's body displays mottled brown and tan patterns which serves as camouflage against the earthy surroundings. The web is intricately woven and appears to be a funnel or tube shape characteristic of funnel-web spiders which use these structures as a place to hide and to trap prey. Surrounding the spider and its web are what appears to be a rough possibly rocky surface which is part of its natural habitat.,Negative,Neutral
Sp079,34.318,50.307,The image shows a spider with a mottled gray and white color pattern positioned on rocky terrain. The spider's appearance including its size and color allows it to blend well with the surrounding stones which could be an example of camouflage in nature.,Negative,Stimulated
Sp080,31.726,69.93,The image features a spider probably a type of huntsman spider known for their large size and speed. It’s positioned among some grass and dry leaves likely in a natural outdoor setting. The lighting highlights the intricate details of the spider's body and legs. Huntsman spiders are notable for their crab-like walk and ability to move sideways. They are generally not harmful to humans.,Negative,Stimulated
Sp081,13.635,71.687,The image depicts a spider that appears to be feeding on another creature possibly a cricket or another insect on a rocky surface. The spider has dark coloration and prominent legs which are characteristic features of many spider species used for hunting and immobilizing their prey. The scene is quite graphic illustrating a natural predatory moment in the life of a spider.,Negative,Stimulated
Sp082,35.32,53.667,This image shows a close-up of a spider positioned near the edge of a wooden surface next to a grey metal or plastic area which appears to be weathered or dusty. The spider has distinctive markings and long legs some showing bands or stripes of red which could be an indication of its species possibly a type of orb weaver or a garden spider. These details are often helpful for identification and observing the natural features of spiders in their environments.,Negative,Stimulated
Sp083,32.58,50.864,This image shows a spider positioned on a wooden surface. The spider has distinctive markings which include a pattern of white spots on its brown back. Its legs appear slightly outstretched suggesting either movement or a resting stance on the wood. The texture of the wood also adds a natural background to the creature depicted. The details of the spider’s body and leg hair are quite visible indicating a close-up photograph.,Negative,Stimulated
Sp084,33.355,67.038,The image shows a spider on a rocky surface. The spider has a pale coloration which helps it blend into its background likely for camouflage. Its long thin legs radiate outward from its larger body a characteristic typical of many spider species that aids in their mobility and hunting tactics.,Negative,Stimulated
Sp085,33.795,54.77,This image shows a spider suspended on its web beside what appears to be a dried plant or seed head. The spider is in focus showing its intricate body pattern and leg structure against a softly blurred background which might be a natural outdoor setting. The details of the spider and the web are quite apparent illustrating the delicate and precise nature of the spider's web construction.,Negative,Stimulated
Sp086,37.716,64.612,The image features a close-up of a spider likely a jumping spider given its large prominent eyes and robust body shape. It's positioned on a green leaf possibly in a natural outdoor setting. The spider has black and brown coloring on its body. The surroundings indicate a lush green environment supportive of such wildlife.,Negative,Stimulated
Sp087,20.601,73.792,This image shows a spider likely a type of wolf spider based on its robust body and proximity to the ground. The spider is amidst natural debris and soil suggesting it's in its natural habitat possibly hunting or hiding. The detailed texture of the spider's body and the surrounding environment highlights the camouflage capabilities of such spiders allowing them to blend seamlessly with their surroundings to evade predators and catch prey.,Negative,Stimulated
Sp088,53.1,52.275,The image shows a Wasp Spider (Argiope bruennichi) positioned in its web among green vegetation. This spider is easily recognizable by its striking yellow and black striped abdomen which resembles the pattern of a wasp presumably for mimicry as a defense mechanism against predators. The spider's legs are long and seem to be banded with darker and lighter streaks of color typical of this species. The web appears to have a zigzag pattern known as a stabilimentum which may help to strengthen the web or make it more visible to prevent larger animals from accidentally destroying it.,Neutral,Stimulated
Sp089,38.215,50.932,The image features a close-up of a spider positioned upside-down nestled among soft white plant fibers that resemble some type of seed pod or fluff. The spider has vivid orange and brown coloring with spiny hairy legs and a detailed body texture emphasizing its intricate features.,Negative,Stimulated
Sp090,37.122,54.526,This image features a spider which appears to be a harvestman sometimes known colloquially as a daddy longlegs. This arachnid is characterized by its extremely long thin legs and a distinctive body shape. It is positioned on a moss-covered surface which provides a lush green background. The setting suggests a humid or moist environment commonly preferred by such species.,Negative,Stimulated
Sp091,22.677,58.664,This image shows a harvestman also known as a daddy longlegs. It is an arachnid closely related to spiders. Harvestmen are recognized for their extremely long thin legs compared to their small body size. The body is compact and unlike spiders the body appears as a single oval structure without a visible segmentation between the abdomen and cephalothorax. This particular harvestman is sitting among blades of grass or similar vegetation.,Negative,Stimulated
Sp094,44.767,40.313,The image shows a spider positioned on a green leaf. The spider has long slender legs and its body appears to have a rough textured surface possibly providing some camouflage against the leaf's surface.,Neutral,Neutral
Sp095,40.349,38.746,This image shows a spider with a dark-colored body and relatively long legs positioned on a stony surface. The spider appears to be robust suggesting it might belong to a species adapted to a rocky or terrestrial environment. The colors and body structure are distinctive aiding in camouflage against the stone background.,Neutral,Neutral
Sp096,22.049,68.313,The image shows a close-up of a spider likely a Wolf Spider based on its physical characteristics. These spiders are known for their robust and hairy bodies and are typically ground dwellers that hunt prey rather than catching them in webs. The background of the image shows natural debris suggesting this photo was taken in a natural habitat where the spider resides.,Negative,Stimulated
Sp097,13.06,69.945,The image shows a spider on a wall near the corner of a structure that appears to be a tiled wall meeting a ceiling or another tiled surface. The spider has a stout body and visible leg spines distinctive features that can help in identifying its species. The surroundings have traces of cobwebs and spots that could be either dirt or mold.,Negative,Stimulated
Sp098,38.027,44.185,The image shows a large spider on a sandy and pebbly surface surrounded by some debris including sticks. The spider has a robust body and long legs suggesting it might be a type of hunting spider possibly a tarantula. The setting appears to be a natural outdoor habitat possibly near a beach or a dry sandy area.,Negative,Neutral
Sp099,11.789,69.812,The image depicts a large spider among some underbrush and twigs. The spider appears to be in its natural habitat with pieces of plant matter and soil surrounding it. Its body and legs show natural coloring that helps it blend in with the environment possibly for camouflage.,Negative,Stimulated
Sp100,57.013,38.768,This image features a close-up of a spider positioned among what appear to be dried plant stems or stalks. The spider has a noticeably hairy body with detailed texture visible on its abdomen and legs. The coloration is primarily brown with some reddish-brown tones on its joints and leg segments. The focus on the spider against a blurred background highlights its detailed anatomy and adds a vividness to the image.,Neutral,Neutral
Sp101,17.459,69.368,This image depicts a close-up of a spider positioned in its web. The spider has a notably detailed and patterned abdomen primarily in shades of brown and white and its body is covered with spiky bristles. The web appears to be slightly irregular indicating it might be the web of an orb-weaver spider which is known for creating intricate and characteristic wheel-shaped webs. The background is mostly dark focusing attention on the spider and its immediate surroundings.,Negative,Stimulated
Sp102,44.079,51.829,The image shows a spider on a green textured surface possibly bark or painted wood. The spider has a robust body with distinctive markings that blend well with its environment which is useful for camouflage. Its legs are spread out indicating it might be stationary or ready to move. The detailing on its body gives it a rugged appearance typical of many ground or bark-dwelling spiders.,Neutral,Stimulated
Sp103,51.746,50.343,The image contains a close-up of a jumping spider specifically positioned on what appears to be a metallic or reflective surface with some water drops. This type of spider is known for its excellent vision and ability to jump traits it uses to pounce on prey instead of spinning a web. The spider's most prominent features are its large forward-facing eyes which are typical of jumping spiders.,Neutral,Stimulated
Sp104,56.83,53.19,This image features a close-up view of a spider likely a type of orb-weaver seen from the underside as it hangs on its web. The spider's body is bulbous and displays patterns and colors that include yellows and browns blending with black and white markings. Its legs are striped and the spider is in the process of spinning or adjusting its web as evident by the visible silk strands being manipulated by its legs. The background is blurred and green suggesting a natural possibly leafy environment.,Neutral,Stimulated
Sp105,46.17,41.662,The image shows a green crab spider positioned on what appears to be the petal of a flower. Crab spiders are known for their ability to change color to blend into their surroundings typically on flowers where they wait to ambush prey. This spider's color closely matches the light green and yellow hues of its environment providing effective camouflage.,Neutral,Neutral
Sp106,21.516,60.854,This image features a close-up view of a spider on its web. The spider has a patterned body with distinct markings and hairy legs. It appears to be suspended in the air possibly adjusting or constructing its web. The background shows some green leaves suggesting that the setting is outdoors.,Negative,Stimulated
Sp107,41.355,37.385,The image shows a spider and a fly on a textured surface. The spider appears to be quite large relative to the fly with long thin legs and a patterned body. The background texture looks like a rough possibly natural surface such as rock or mottled stone.,Neutral,Neutral
